Cod_Loc,IdProvincia,IdDepartamento,Observaciones,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,IDSInCA
74035070,74,74035,,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Ferroviario,Av. Mitre 630,,D5732AAO,,,,,-33.6816410,-65.4639610,Localización precisa,,DNPyM,,,301016
74035070,74,74035,,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo De Sitio Del Centro Educativo Nº 9 Juan Llerena,General Paz 555,,D5732AFK,,,,,-33.6832280,-65.4632860,Localización precisa,,DNPyM,Provincial,,301017
74035070,74,74035,,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Argentino Nativista Héctor Aubert,Las Heras y Eleodoro Lobos,,D5730EAB,,,,,-33.6900730,-65.4706890,Localización precisa,,DNPyM,Privada,,301018
74035070,74,74035,,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Mercedes,Museo Histórico Municipal Santiago Betbeder,Urquiza 33,,D5730CRA,2657,422 131,,,-33.6825000,-65.4659000,Localización precisa,,DNPyM,Municipal,1909,301019
74035080,74,74035,,Espacios de Exhibición Patrimonial,Museos,San Luis,Villa Reynolds,Museo Héroes De Malvinas Villa Reynolds,"V Brigada Aérea Villa Reynolds""",,5733,,,,,-33.7253500,-65.3814260,Localización precisa,,DNPyM,,,301023
78014010,78,78014,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Caleta Olivia,Museo Del Hombre Y Su Entorno,Deocarets 21,,9011,297,485 2320,,,-46.4353540,-67.5214060,Localización precisa,,DNPyM,Municipal,1986,300075
78028010,78,78028,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,El Calafate,Museo Regional El Calafate,Av. del Libertador 571,,Z9405AHD,2902,491 924,,,-50.3391230,-72.2556310,Localización precisa,,DNPyM,Municipal,,300336
78014070,78,78014,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Pico Truncado,Museo Histórico Y Regional Pico Truncado,Gobernador Gregores y Ruta Provincial 12,,9015,,,,,-46.8025090,-67.9284670,Localización precisa,,DNPyM,Municipal,,300606
78014080,78,78014,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto Deseado,Museo Ferroviario Puerto Deseado,Oneto S/N,,9050,297,,,,-47.7509400,-65.8862900,Localización precisa,,DNPyM,Privada,,300628
78014080,78,78014,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto Deseado,Museo Municipal Mario Brozoski,Colón y Belgrano S/N,,9050,297,487 1358,,,-47.7556490,-65.8978100,Localización precisa,,DNPyM,Municipal,,300629
78042010,78,78042,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto San Julián,Museo Temático Nao Victoria,Av. Costanera y Av. San Martín,,9310,2962,454 396,,,-49.3096230,-67.7319810,Localización precisa,,DNPyM,Municipal,,300639
78007020,78,78007,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Puerto Santa Cruz,Museo Casa De Los Pioneros,Av. Piedra Buena 104,,Z9300BBO,2962,498 301,,,-50.0190850,-68.5248300,Localización precisa,,DNPyM,Municipal,,300640
78021040,78,78021,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo Regional Y Provincial Padre Manuel Jesús Molina,Ramón y Cajal 51,,Z9400BOA,2966,423 290,museopadremolina@yahoo.com.ar,,-51.6266000,-69.2192000,Localización precisa,,DNPyM,Provincial,,300688
78021040,78,78021,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Sala Histórica Del Regimiento De Infantería Mecanizado 24 Gral. Jerónimo Costa,Avda. San Martín 2215,,Z9400ICJ,2966,420 857,,,-51.6368560,-69.2303710,Localización precisa,,DNPyM,Nacional,,300689
78021040,78,78021,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo De Arte Eduardo Minnicelli,Maipú 13,,Z9400BFA,2966,436 323,info@museominnicelli.com.ar,www.museominnicelli.com.ar,-51.6239000,-69.2159000,Localización precisa,,DNPyM,Provincial,2000,300690
78021040,78,78021,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo De La Prefectura Naval Argentina ,Alcorta 598,,Z9400AZL,2966,420 577,,,-51.6247290,-69.2053590,Localización precisa,,DNPyM,Nacional,1905,300691
78021040,78,78021,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo De Los Pioneros Casa Parisi,Alberdi y El Cano,,Z9400AYQ,2933,437 763,pioneros@riogallegos.gov.ar,,-51.6152000,-69.2258000,Localización precisa,,DNPyM,Municipal,1989,300692
78021040,78,78021,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo Marítimo Y Naval De La Patagonia Austral,Alcorta 487,,Z9400AZI,2966,420 483,museonavalaustral@hotmail.com,www.ara.mil.ar,-51.6238000,-69.2071000,Localización precisa,,DNPyM,Nacional,1994,300693
78021040,78,78021,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Museo Ferroviario Roberto Galian,Mendoza y Pellegrini,,Z9400JME,2966,426 766,,,-51.6129560,-69.2250040,Localización precisa,,DNPyM,Privada,,300694
78021040,78,78021,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Gallegos,Centro Cultural Casa Histórica Gregores,Alcorta 475,,Z9400AZI,2966,444 247,,,-51.6239120,-69.2071640,Localización precisa,,DNPyM,Provincial,,300695
78021070,78,78021,,Espacios de Exhibición Patrimonial,Museos,Santa Cruz,Rio Turbio,Escuela Museo Minero Don Anatol Kowaloff,Paraje Mina 3 (a 3 Km de Río Turbio),,9047,2902,421 250 INT. 3360,,,-51.5346770,-72.3340780,Localización precisa,,DNPyM,Nacional,,300708
78021040,78,78021,,Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo Marítimo y Naval de la Patagonia Austral,Alcorta 487,,9400,2966,420483,museonavalaustral@hotmail.com,http://www.ara.mil.ar/pag.asp?idItem=120,-51.62409180000000000000,-69.20716540000000000000,Localización precisa,,Municipalidad de Río Gallegos - Red de Ciudades Creativas,Nacional,1994,301144
78021040,78,78021,,Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo de la Policía,Teófilo De Loqui  90,,9400,2966,422227,,https://museohistoricopsc.wixsite.com/museopolscruz,-51.62342942000000000000,-69.20836298000000000000,Localización precisa,,Municipalidad de Río Gallegos - Red de Ciudades Creativas,Provincial,2016,301145
78021040,78,78021,,Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo de Informática  UNPA UARG,Piloto Lero Rivero y av. Gob. Gregores,,9400,,,imuseo@uarg.unpa.edu.ar,https://www.facebook.com/imuseoUARG/,-51.62170440000000000000,-69.25037240000000000000,Localización precisa,,Municipalidad de Río Gallegos - Red de Ciudades Creativas,Nacional,2010,301146
78021040,78,78021,,Espacios de Exhibición Patrimonial,,Santa Cruz,Rio Gallegos,Museo Malvinas Argentinas,Pasteur 74,,9400,2966,420128,,https://www.facebook.com/MuseoMalvinasArgentinas/,-51.62570148000000000000,-69.22152547000000000000,Localización precisa,,Municipalidad de Río Gallegos - Red de Ciudades Creativas,s/d,2012,301147
82028010,82,82028,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Alcorta,Museo Comunal De Alcorta,Bv. 25 de Mayo 543,,S2117APF,3465,,,,-33.5412300,-61.1232630,Localización precisa,,DNPyM,Comunal,,300009
82098010,82,82098,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Alejandra,Museo Regional De Alejandra,Av. San Martín 1039,,S3051AFF,3405,492 196,,,-29.9095430,-59.8278690,Localización precisa,,DNPyM,Comunal,,300010
82014010,82,82014,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arequito,Centro Cultural Y Museo Ferroviario De Arequito,"Estación Ferroviaria, Av. 9 de Julio y Av. San Martín",,S2183XAB,3464,471 411,,,-33.1507010,-61.4713100,Localización precisa,,DNPyM,Privada,,300033
82014010,82,82014,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arequito,Museo General Y Archivo Comunal De Arequito,E. Destéfanis 1178,,S2183XAB,3464,470 686,,,-33.1507010,-61.4713100,Localización precisa,,DNPyM,Municipal,1982,300034
82007010,82,82007,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Armstrong,Museo Histórico Municipal Enrico Orsetti,Bv. Pte. Perón 1674,,S2508APU,3471,460 555,,,-32.7870670,-61.6054550,Localización precisa,,DNPyM,Municipal,,300036
82084070,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arroyo Seco,Museo Público Municipal De Arroyo Seco,9 de Julio y Bv. Mansueto Maiorano (Est. Ferroviaria),,2128,3402,426 790,,,-33.1584240,-60.5101220,Localización precisa,,DNPyM,Municipal,1997,300039
82014020,82,82014,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Arteaga,Museo Regional De Arteaga,Estación Ferroviaria,,2187,3467,450 252,,,-33.0935340,-61.7916830,Localización precisa,,DNPyM,Municipal,1997,300040
82105030,82,82105,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Barrancas,Museo Histórico Y De Ciencias Vicente R. Del Pópolo,L. N. Alem 726,,S2246BAL,3466,420 205,,,-32.2358830,-60.9793460,Localización precisa,,DNPyM,Comunal,,300054
82014030,82,82014,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Berabevú,Museo Histórico De Berabevú,San Martín 157,,S2639BEA,3465,494 225,,,-33.3424310,-61.8625030,Localización precisa,,DNPyM,Municipal,,300063
82014040,82,82014,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Bigand,Museo Histórico Cultural,Ex Estación Ferroviaria,,2177,,,,,-33.3785130,-61.1854810,Localización precisa,,DNPyM,Comunal,,300069
82133010,82,82133,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Calchaquí,Complejo Museológico Privado N. Y A. Rodrigo,"Ruta Nacional Nº 11, Km 673, 2",,3050,3483,470 253,,,-29.8912790,-60.2804890,Localización precisa,,DNPyM,Privada,,300074
82056030,82,82056,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Cañada de Gómez,Museo Histórico Municipal,"Ballesteros 991, Altos del Teatro Verdi",,S2500AZO,3471,426 029,,,-32.8190950,-61.3899420,Localización precisa,,DNPyM,Municipal,,300082
82119030,82,82119,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carcarañá,Museo Regional De Carcarañá El Chingolo,Laprida 676,,S2138BCN,341,494 0060,,,-32.8571420,-61.1503980,Localización precisa,,DNPyM,Municipal,,300090
82119030,82,82119,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carcarañá,Museo De La Ciudad,Roca 1310,,S2138CTD,341,494 0060,,,-32.8577920,-61.1513590,Localización precisa,,DNPyM,Municipal,,300091
82126020,82,82126,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Carlos Pellegrini,Museo Histórico Comunal Carlos Pellegrini,Bv. Alsina y Nicolás Lavalle,,2453,3401,480 065,,,-32.0550900,-61.7889210,Localización precisa,,DNPyM,Municipal,,300093
82014050,82,82014,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Casilda,Museo Particular De Antropología E Historia Natural Los Desmochados,Remedios de Escalada 1321,,S2170FMM,3464,422 362,,,-33.0371280,-61.1599600,Localización precisa,,DNPyM,Privada,1994,300100
82014050,82,82014,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Casilda,Museo Y Archivo Histórico Municipal Don Santos F. Tosticarelli,Ovidio Lagos 1206,,S2170EYP,3464,426 535,gestion@casilda.datacopl.com.ar,,-33.0516190,-61.1588990,Localización precisa,,DNPyM,Municipal,1959,300101
82035010,82,82035,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Cayasta,Ruinas De Santa Fe La Vieja Y Museo Fundacional Argentina,Ruta Prov. N° 1 Km 78,,3001,3405,493 056,,,-31.1968980,-60.1593020,Localización precisa,,DNPyM,Provincial,,300103
82091060,82,82091,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Ceres,Museo Regional De Ceres,Sarmiento 140,,S2340CWD,3491,420 659,,,-29.8848140,-61.9452020,Localización precisa,,DNPyM,Municipal,,300106
82014070,82,82014,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Chañar Ladeado,Museo Comunal De Chañar Ladeado,Italia y Belgrano,,2643,3468,482 207,,,-33.3281400,-62.0407880,Localización precisa,,DNPyM,Comunal,,300113
82105090,82,82105,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Coronda,Museo Municipal José Manuel Maciel,Sarmiento y 25 de Mayo,,2240,342,491 1370,,,-31.9780750,-60.9201190,Localización precisa,,DNPyM,Municipal,1982,300306
82056070,82,82056,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Correa,Museo Regional Y Archivo Histórico De Correa,Molina 1461,,S2506AYQ,3471,492 128,,,-32.8508250,-61.2541810,Localización precisa,,DNPyM,Comunal,,300317
82126070,82,82126,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,El Trébol,Museo Municipal El Trébol,Avda. Libertad 200,,S2535AJO,3401,420 316,,,-32.2054470,-61.7028650,Localización precisa,,DNPyM,Municipal,1997,300345
82070050,82,82070,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Esperanza,Museo De La Colonización,Lehmann 1566,,S3080INZ,3496,427 383,museoesperanza@esperanza.gov.ar,,-31.4505120,-60.9315250,Localización precisa,,DNPyM,Municipal,1972,300352
82070050,82,82070,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Esperanza,Museo De La Máquina Agrícola,"Maestro Donnet S/N, Parque de la Agricultura",,3080,3496,420 09 INT 131,museoesperanza@esperanza.gov.ar,,-31.4472610,-60.9184380,Localización precisa,,DNPyM,Municipal,1980,300353
82028080,82,82028,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Firmat,Museo Municipal De Firmat,San Martín 1550,,S2630FXX,3465,423 520,,,-33.4572950,-61.4908590,Localización precisa,,DNPyM,Municipal,,300368
82070070,82,82070,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Franck,Museo Particular Los Abuelos,Urquiza 2557,,S3009BJA,,,,,-31.5867440,-60.9397950,Localización precisa,,DNPyM,Privada,1983,300376
82084140,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Funes,Museo Liceo Aeronáutico Militar,Av. Fuerza Aérea 1901,,2132,341,493 1278,,,-32.9293860,-60.8152920,Localización precisa,,DNPyM,Nacional,,300377
82084140,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Funes,Museo Ferroviario Y De La Ciudad De Funes Juan Murray,Tomás de la Torre 1726,,S2132ASB,341,493 6013,,,-32.9173710,-60.8115270,Localización precisa,,DNPyM,Municipal,2007,300378
82105130,82,82105,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Gálvez,Museo Municipal De Artes Visuales Orlando Ruffinengo,Rivadavia 781,,S2252HQE,3404,480 870,museoruffinengo@galvez.gov.ar,,-32.0299190,-61.2191010,Localización precisa,,DNPyM,Municipal,,300383
82112050,82,82112,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Gobernador Crespo,Museo Histórico Regional Sebastián J. Puig,Belgrano S/N,,3044,,,,,-30.3594570,-60.4038770,Localización precisa,,DNPyM,Comunal,,300392
82035020,82,82035,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Helvecia,Museo Histórico De Helvecia Doña Eulogia María Encina De Antille,Entre Ríos 807,,S3003ALG,3405,470 054,,,-31.1013680,-60.0887130,Localización precisa,,DNPyM,Privada,,300407
82070100,82,82070,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Humboldt,Museo Histórico De La Colonia Humboldt,Avda. Libertad 2180,,S3081ATO,3496,480 247,,,-31.4005000,-61.0844580,Localización precisa,,DNPyM,Privada,1993,300420
82112060,82,82112,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,La Criolla,Museo Comunal,Nicolás Nitri S/N,,3052,3498,495 214,,,-30.2286260,-60.3664890,Localización precisa,,DNPyM,Comunal,2001,300439
82133090,82,82133,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,La Gallareta,Museo Histórico La Forestal De La Gallareta,Rivadavia S/N,,3057,3483,496 125,,,-29.5879740,-60.3799330,Localización precisa,,DNPyM,Comunal,,300443
82091170,82,82091,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Palmeras,Museo Paseo De Los Recuerdos,Paseo de la Estación S/N,,S2326XAD,3409,491 009,,,-30.6350960,-61.6276950,Localización precisa,,DNPyM,Comunal,,300502
82007030,82,82007,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Parejas,Museo Y Archivo Del Centenario,Cortada 13 Bis (Entre Calle 11 y Avda. 13),,2505,3471,471 666,,,-32.6850980,-61.5185550,Localización precisa,,DNPyM,Municipal,2001,300503
82007040,82,82007,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Rosas,Museo Criollo Francisco Scutella,Lavalle 956,,S2520BZT,3471,452 594,,,-32.4763090,-61.5854450,Localización precisa,,DNPyM,Privada,,300504
82007040,82,82007,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Las Rosas,Museo Municipal Centenario,"Bv. Kemmis 1000, Predio Estación Ferrocarril",,S2520AQU,3471,452 235,,,-32.4809920,-61.5747780,Localización precisa,,DNPyM,Municipal,,300505
82063090,82,82063,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Llambi Campbell,Museo Del Pueblo,Gral. Urquiza 338,,S3036AJH,3497,420 029,,,-31.1887050,-60.7484650,Localización precisa,,DNPyM,Comunal,,300515
82063090,82,82063,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Llambi Campbell,Museo Rio Salado,Zona Rural,,3036,,,,,-31.1887050,-60.7484650,Localización precisa,,DNPyM,Comunal,,300516
82042170,82,82042,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Maggiolo,Museo Dr. Reynaldo Laboureau,Carreras 627,,S2622AEI,3462,492 278,,,-33.7268090,-62.2478030,Localización precisa,,DNPyM,Comunal,,300526
82126120,82,82126,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,María Susana,Museo De La Colonia Y Las Comunicaciones De Estación Matilde,Bv. San Martín S/N,,3013,3401,467 150,,,-32.2679080,-61.9009930,Localización precisa,,DNPyM,Comunal,,300540
82070150,82,82070,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Matilde,Museo Histórico E Interactivo Del Trigo Al Pan,"Bv. San Martín, Esq. Italia (Estación)",,S3013XAD,342,499 3118,,,-31.7956480,-60.9817880,Localización precisa,,DNPyM,Privada,,300543
82091180,82,82091,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Moisés Ville,Museo Histórico Comunal Y De La Colonización Judía Rabino Aarón Halevi Goldman,25 de Mayo 188,,S2313AAD,3409,420 665,museo_mv@interclass.com.ar,www.museomoisesville.com.ar,-30.7115370,-61.4720490,Localización precisa,,DNPyM,Comunal,1989,300566
82063100,82,82063,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Monte Vera,Museo Histórico Regional,Santiago del Estero 1128,,S3030AUB,342,490 4052,,,-31.5136280,-60.6759770,Localización precisa,,DNPyM,Municipal,,300570
82028170,82,82028,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Peyrano,Museo Comunal 30 De Julio,Av. Centenario 1005,,S2113ABG,3460,470 101,,,-33.5386200,-60.8007290,Localización precisa,,DNPyM,Comunal,,300605
82084230,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Pueblo Esther,Museo Piedras Blancas,Castelli 1630,,2126,341,463 2485,,,-33.0660330,-60.5833820,Localización precisa,,DNPyM,Privada,,300625
82021310,82,82021,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Privado Polifacético,Urquiza 154,,S2300LND,3492,432 451,,,-31.2532540,-61.4814610,Localización precisa,,DNPyM,Privada,,300649
82021310,82,82021,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Y Biblioteca De La Música Y El Sonido,Av. Hipólito Irigoyen 1653,,S2300MAD,3492,432 838,,,-31.2771630,-61.4973560,Localización precisa,,DNPyM,Privada,,300650
82021310,82,82021,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Colección De Arte Precolombino Arminio Weiss,Bv. Santa Fe y 9 de Julio,,S2300KTA,3492,435 050,muhisraf@santafe.com.ar,,-31.2529000,-61.4907000,Localización precisa,,DNPyM,Municipal,,300651
82021310,82,82021,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Histórico Municipal De Rafaela,9 de Julio y Bv. Santa fe,,S2300MHA,3492,435 050,,,-31.2527930,-61.4906400,Localización precisa,,DNPyM,Municipal,1998,300652
82021310,82,82021,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo De La Fotografía Del Foto Cine Club Rafaela,Sarmiento 530,,S2300QVL,3492,431 983,muisraf@arnet.com.ar,,-31.2518000,-61.4856000,Localización precisa,,DNPyM,Municipal,1998,300653
82021310,82,82021,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Municipal De Arte Dr. Urbano Poggi,Sarmiento 530,,S2300QVL,3492,431 983,,,-31.2518000,-61.4855000,Localización precisa,,DNPyM,Municipal,1998,300654
82021310,82,82021,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rafaela,Museo Municipal Usina Del Pueblo,Av. Santa Fe 1633,,S2300KUD,3492,502 016,museousina@rafaela.gov.ar,,-31.2556000,-61.4741000,Localización precisa,,DNPyM,Municipal,2003,300655
82049180,82,82049,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Reconquista,Museo Municipal De Artes De Reconquista,Patricio Diez 716 (Esq. Obligado),,S3560FUP,3482,471 704,,,-29.1443600,-59.6447570,Localización precisa,,DNPyM,Municipal,,300666
82049180,82,82049,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Reconquista,Museo Histórico De La Ciudad De Reconquista,Bv. España y Roca,,3560,3482,15 580 877,,,-29.1547880,-59.6450960,Localización precisa,,DNPyM,Municipal,,300667
82049180,82,82049,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Reconquista,Museo Municipal De Arqueología Y Paleontología,Mitre y Olessio S/N,,3560,3482,425 117,,,-29.1447850,-59.6498560,Localización precisa,,DNPyM,Municipal,1970,300668
82098050,82,82098,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Romang,Museo De La Colonización Cuatro Gaspares,"Urquiza S/N, Entre Gaspar Kaufmann y Samuel Sager",,3555,3482,496 042,,,-29.5043130,-59.7485990,Localización precisa,,DNPyM,Comunal,,300711
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Macro (Museo De Arte Contemporáneo De Rosario),Bv. Oroño y el Río Paraná,,2000,341,480 4981,,,-32.9300530,-60.6508260,Localización precisa,,DNPyM,Municipal,,300712
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Memoria,Av. Aristóbulo del Valle y Callao,,S2000AAT,341,480 4511 INT. 231,,,-32.9308090,-60.6572310,Localización precisa,,DNPyM,Municipal,,300713
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Ferroviario Mario Mayo,Paraná y 3 de Febrero. Estación Rosario Oeste,,2000,,,,,-32.9434270,-60.6925710,Localización precisa,,DNPyM,Privada,,300714
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Del Correo,Córdoba 721,,S2000AWG,341,420 0768,,,-32.9475710,-60.6330670,Localización precisa,,DNPyM,Mixta: Municipal/Privada,,300715
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Privado El Paraná Y Las Islas,"Estación Fluvial de Rosario, Av. Belgrano y Raúl Domínguez",,2000,341,485 5665,,,-32.9492080,-60.6264890,Localización precisa,,DNPyM,Privada,,300716
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De Arte Sacro Eduardo Amanzacio Barnes,Laprida 1235 (Subsuelo del Teatro el Círculo),,S2000CFO,341,448 3784,,,-32.9527410,-60.6353720,Localización precisa,,DNPyM,Privada,,300717
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Ciudad,"Bv. Oroño 2300, Parque de la Independencia",,2000,341,480 8665,,,-32.9612410,-60.6578030,Localización precisa,,DNPyM,Municipal,,300718
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Provincial De Ciencias Naturales Dr. Ángel Gallardo,San Lorenzo 1949,,S2000ARY,341,472 1449,museogallardo@yahoo.com.ar,,-32.9420000,-60.6494000,Localización precisa,,DNPyM,Provincial,,300719
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Municipal De Bellas Artes Juan B. Castagnino,Avda. Pellegrini 2202,,S2000QDN,341,480 2642,info@museocastagnino.org.ar,,-32.9542000,-60.6561000,Localización precisa,,DNPyM,Municipal,1943,300720
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Histórico Provincial Dr. Julio Marc,Lasaga 1955,,2000,341,472 1457,,,-32.9558880,-60.6595240,Localización precisa,,DNPyM,Provincial,1943,300721
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Municipal De Arte Decorativo Firma Y Odilo Estévez,Santa Fe 748,,S2000ATH,341,480 2547,museoestevez@rosario.gov.ar,,-32.9467000,-60.6331000,Localización precisa,,DNPyM,Municipal,1972,300722
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De Ciencias Morfológicas Dr. Juan Carlos Fajardo.,"Santa Fe 3100, 2 Piso, Ala Oeste, Facultad de Medicina",,S2000KTR,341,480 4558,,,-32.9399700,-60.6651400,Localización precisa,,DNPyM,Nacional,1983,300723
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Partitura Histórica,Dorrego 2180,,S2000GEJ,341,823 620,,,-32.9608270,-60.6534200,Localización precisa,,DNPyM,Privada,1987,300724
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo Experimental De Ciencias,"Planetario y Observatorio Astronómico, Parque Urquiza",,2000,341,480 2533,,,-32.9595610,-60.6240610,Localización precisa,,DNPyM,Municipal,1987,300725
82084270,82,82084,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rosario,Museo De La Memoria,Córdoba 2019,,S2000AXG,341,4802 0260,,,-32.9443120,-60.6507230,Localización precisa,,DNPyM,Municipal,2010,300726
82028180,82,82028,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rueda,Museo Histórico Ferroviario Escribano Alfredo Rueda,Gral. San Martin y J.J.Urquiza,,S2109XAA,3400,496 020,comunarueda@arnet.com.ar,www.primaverasobrerueda.com.ar,-33.3382530,-60.4608670,Localización precisa,,DNPyM,Municipal,1999,300730
82042220,82,82042,,Espacios de Exhibición Patrimonial,Museos,Santa Fe,Rufino,Museo Y Archivo Histórico Municipal De Rufino,Santa Fe 159,,S6100FOC,3382,421 256,,,-34.2619480,-62.7191420,Localización precisa,,DNPyM,Municipal,,300731
